Province,Year,Month,Tourism_Type,Income(Million Baht),Tourism_Amount,Province_EN
แพร่,2023,2,ไทย,235.75,"105,401",Phrae
แพร่,2023,2,ต่างชาติ,2.40,904,Phrae
แพร่,2023,3,ไทย,252.31,"112,810",Phrae
แพร่,2023,3,ต่างชาติ,1.99,746,Phrae
แพร่,2023,4,ไทย,245.48,"104,788",Phrae
แพร่,2023,4,ต่างชาติ,2.84,"1,076",Phrae
แพร่,2023,5,ไทย,227.08,"96,934",Phrae
แพร่,2023,5,ต่างชาติ,2.31,873,Phrae
แพร่,2023,6,ไทย,228.15,"97,401",Phrae
แพร่,2023,6,ต่างชาติ,2.36,890,Phrae
แพร่,2023,7,ไทย,223.96,"95,302",Phrae
แพร่,2023,7,ต่างชาติ,2.78,"1,085",Phrae
แพร่,2023,8,ไทย,236.62,"100,686",Phrae
แพร่,2023,8,ต่างชาติ,2.85,"1,115",Phrae
แพร่,2023,9,ไทย,249.93,"106,341",Phrae
แพร่,2023,9,ต่างชาติ,3.44,"1,346",Phrae
แพร่,2023,10,ไทย,249.13,"107,277",Phrae
แพร่,2023,10,ต่างชาติ,4.94,"2,362",Phrae
แพร่,2023,11,ไทย,270.13,"116,317",Phrae
แพร่,2023,11,ต่างชาติ,6.10,"2,915",Phrae
แพร่,2023,12,ไทย,296.67,"127,748",Phrae
แพร่,2023,12,ต่างชาติ,6.92,"3,302",Phrae
แม่ฮ่องสอน,2023,1,ไทย,440.35,"100,935",Mae Hong Son
แม่ฮ่องสอน,2023,1,ต่างชาติ,122.14,"19,325",Mae Hong Son
แม่ฮ่องสอน,2023,2,ไทย,371.16,"85,075",Mae Hong Son
แม่ฮ่องสอน,2023,2,ต่างชาติ,121.32,"19,196",Mae Hong Son
แม่ฮ่องสอน,2023,3,ไทย,332.00,"76,102",Mae Hong Son
แม่ฮ่องสอน,2023,3,ต่างชาติ,124.90,"19,686",Mae Hong Son
แม่ฮ่องสอน,2023,4,ไทย,334.39,"74,004",Mae Hong Son
แม่ฮ่องสอน,2023,4,ต่างชาติ,119.62,"18,295",Mae Hong Son
แม่ฮ่องสอน,2023,5,ไทย,307.20,"67,988",Mae Hong Son
แม่ฮ่องสอน,2023,5,ต่างชาติ,122.65,"18,758",Mae Hong Son
แม่ฮ่องสอน,2023,6,ไทย,337.89,"74,779",Mae Hong Son
แม่ฮ่องสอน,2023,6,ต่างชาติ,108.46,"16,615",Mae Hong Son
แม่ฮ่องสอน,2023,7,ไทย,352.83,"74,169",Mae Hong Son
แม่ฮ่องสอน,2023,7,ต่างชาติ,126.14,"18,885",Mae Hong Son
แม่ฮ่องสอน,2023,8,ไทย,358.96,"75,457",Mae Hong Son
แม่ฮ่องสอน,2023,8,ต่างชาติ,130.56,"19,547",Mae Hong Son
แม่ฮ่องสอน,2023,9,ไทย,324.86,"68,288",Mae Hong Son
แม่ฮ่องสอน,2023,9,ต่างชาติ,118.70,"17,758",Mae Hong Son
แม่ฮ่องสอน,2023,10,ไทย,411.01,"88,407",Mae Hong Son
แม่ฮ่องสอน,2023,10,ต่างชาติ,138.50,"18,759",Mae Hong Son
แม่ฮ่องสอน,2023,11,ไทย,448.68,"96,510",Mae Hong Son
แม่ฮ่องสอน,2023,11,ต่างชาติ,162.83,"22,054",Mae Hong Son
แม่ฮ่องสอน,2023,12,ไทย,527.66,"113,499",Mae Hong Son
แม่ฮ่องสอน,2023,12,ต่างชาติ,181.03,"24,495",Mae Hong Son
ลำปาง,2023,1,ไทย,489.64,"163,015",Lampang
ลำปาง,2023,1,ต่างชาติ,31.55,"7,185",Lampang
ลำปาง,2023,2,ไทย,404.92,"134,809",Lampang
ลำปาง,2023,2,ต่างชาติ,27.12,"6,175",Lampang
ลำปาง,2023,3,ไทย,363.11,"120,889",Lampang
ลำปาง,2023,3,ต่างชาติ,20.75,"4,721",Lampang
ลำปาง,2023,4,ไทย,360.25,"118,948",Lampang
ลำปาง,2023,4,ต่างชาติ,22.92,"4,970",Lampang
ลำปาง,2023,5,ไทย,329.22,"108,702",Lampang
ลำปาง,2023,5,ต่างชาติ,21.64,"4,693",Lampang
ลำปาง,2023,6,ไทย,349.39,"115,368",Lampang
ลำปาง,2023,6,ต่างชาติ,26.81,"5,811",Lampang
ลำปาง,2023,7,ไทย,405.07,"127,385",Lampang
ลำปาง,2023,7,ต่างชาติ,32.90,"7,289",Lampang
ลำปาง,2023,8,ไทย,381.19,"119,877",Lampang
ลำปาง,2023,8,ต่างชาติ,29.11,"6,450",Lampang
ลำปาง,2023,9,ไทย,376.13,"118,289",Lampang
ลำปาง,2023,9,ต่างชาติ,21.52,"4,769",Lampang
ลำปาง,2023,10,ไทย,501.53,"156,537",Lampang
ลำปาง,2023,10,ต่างชาติ,37.18,"8,851",Lampang
ลำปาง,2023,11,ไทย,580.80,"181,279",Lampang
ลำปาง,2023,11,ต่างชาติ,45.95,"10,939",Lampang
ลำปาง,2023,12,ไทย,651.78,"203,431",Lampang
ลำปาง,2023,12,ต่างชาติ,55.78,"13,276",Lampang
ลำพูน,2023,1,ไทย,150.06,"106,799",Lamphun
ลำพูน,2023,1,ต่างชาติ,20.06,"9,027",Lamphun
ลำพูน,2023,2,ไทย,126.58,"90,092",Lamphun
ลำพูน,2023,2,ต่างชาติ,17.27,"7,771",Lamphun
ลำพูน,2023,3,ไทย,130.72,"93,045",Lamphun
ลำพูน,2023,3,ต่างชาติ,7.82,"3,511",Lamphun
ลำพูน,2023,4,ไทย,130.41,"93,056",Lamphun
ลำพูน,2023,4,ต่างชาติ,13.46,"6,375",Lamphun
ลำพูน,2023,5,ไทย,136.38,"97,313",Lamphun
ลำพูน,2023,5,ต่างชาติ,12.65,"5,991",Lamphun
ลำพูน,2023,6,ไทย,134.69,"96,106",Lamphun
ลำพูน,2023,6,ต่างชาติ,10.28,"4,868",Lamphun
ลำพูน,2023,7,ไทย,131.27,"94,399",Lamphun
ลำพูน,2023,7,ต่างชาติ,12.32,"5,052",Lamphun
ลำพูน,2023,8,ไทย,143.50,"103,190",Lamphun
ลำพูน,2023,8,ต่างชาติ,11.29,"4,629",Lamphun
ลำพูน,2023,9,ไทย,148.92,"107,081",Lamphun
ลำพูน,2023,9,ต่างชาติ,10.12,"4,141",Lamphun
ลำพูน,2023,10,ไทย,166.82,"107,134",Lamphun
ลำพูน,2023,10,ต่างชาติ,13.29,"6,076",Lamphun
ลำพูน,2023,11,ไทย,194.99,"125,224",Lamphun
ลำพูน,2023,11,ต่างชาติ,14.00,"6,400",Lamphun
ลำพูน,2023,12,ไทย,214.20,"137,556",Lamphun
ลำพูน,2023,12,ต่างชาติ,15.60,"7,142",Lamphun
กำแพงเพชร,2023,1,ไทย,137.54,"73,307",Kamphaeng Phet
กำแพงเพชร,2023,1,ต่างชาติ,6.07,"2,875",Kamphaeng Phet
กำแพงเพชร,2023,2,ไทย,120.77,"64,369",Kamphaeng Phet
กำแพงเพชร,2023,2,ต่างชาติ,5.15,"2,436",Kamphaeng Phet
กำแพงเพชร,2023,3,ไทย,130.15,"69,362",Kamphaeng Phet
กำแพงเพชร,2023,3,ต่างชาติ,4.65,"2,203",Kamphaeng Phet
กำแพงเพชร,2023,4,ไทย,135.35,"63,925",Kamphaeng Phet
กำแพงเพชร,2023,4,ต่างชาติ,5.33,"2,389",Kamphaeng Phet
กำแพงเพชร,2023,5,ไทย,133.66,"63,127",Kamphaeng Phet
กำแพงเพชร,2023,5,ต่างชาติ,4.34,"1,942",Kamphaeng Phet
กำแพงเพชร,2023,6,ไทย,133.83,"63,203",Kamphaeng Phet
กำแพงเพชร,2023,6,ต่างชาติ,5.04,"2,261",Kamphaeng Phet
กำแพงเพชร,2023,7,ไทย,133.08,"63,298",Kamphaeng Phet
กำแพงเพชร,2023,7,ต่างชาติ,4.57,"2,120",Kamphaeng Phet
กำแพงเพชร,2023,8,ไทย,128.15,"60,954",Kamphaeng Phet
กำแพงเพชร,2023,8,ต่างชาติ,3.77,"1,747",Kamphaeng Phet
กำแพงเพชร,2023,9,ไทย,131.30,"62,455",Kamphaeng Phet
กำแพงเพชร,2023,9,ต่างชาติ,3.40,"1,578",Kamphaeng Phet
กำแพงเพชร,2023,10,ไทย,148.53,"71,650",Kamphaeng Phet
กำแพงเพชร,2023,10,ต่างชาติ,4.88,"2,115",Kamphaeng Phet
กำแพงเพชร,2023,11,ไทย,150.46,"72,583",Kamphaeng Phet
กำแพงเพชร,2023,11,ต่างชาติ,6.02,"2,610",Kamphaeng Phet
กำแพงเพชร,2023,12,ไทย,179.20,"86,438",Kamphaeng Phet
กำแพงเพชร,2023,12,ต่างชาติ,7.13,"3,090",Kamphaeng Phet
ตาก,2023,1,ไทย,639.42,"195,920",Tak
ตาก,2023,1,ต่างชาติ,17.60,"4,865",Tak
ตาก,2023,2,ไทย,573.50,"175,722",Tak
ตาก,2023,2,ต่างชาติ,17.64,"4,877",Tak
ตาก,2023,3,ไทย,618.26,"189,427",Tak
ตาก,2023,3,ต่างชาติ,17.39,"4,806",Tak
ตาก,2023,4,ไทย,593.29,"185,263",Tak
ตาก,2023,4,ต่างชาติ,15.18,"3,965",Tak
ตาก,2023,5,ไทย,584.25,"182,440",Tak
ตาก,2023,5,ต่างชาติ,15.35,"4,010",Tak
ตาก,2023,6,ไทย,558.99,"174,560",Tak
ตาก,2023,6,ต่างชาติ,15.64,"4,083",Tak
ตาก,2023,7,ไทย,532.48,"160,462",Tak
ตาก,2023,7,ต่างชาติ,16.74,"4,014",Tak
ตาก,2023,8,ไทย,547.09,"164,866",Tak
ตาก,2023,8,ต่างชาติ,13.65,"3,272",Tak
ตาก,2023,9,ไทย,499.02,"150,378",Tak
ตาก,2023,9,ต่างชาติ,11.16,"2,679",Tak
ตาก,2023,10,ไทย,588.20,"168,265",Tak
ตาก,2023,10,ต่างชาติ,15.48,"2,819",Tak
ตาก,2023,11,ไทย,688.45,"196,944",Tak
ตาก,2023,11,ต่างชาติ,20.41,"3,716",Tak
ตาก,2023,12,ไทย,742.00,"212,270",Tak
ตาก,2023,12,ต่างชาติ,22.42,"4,080",Tak
นครสวรรค์,2023,1,ไทย,528.42,"193,219",Nakhon Sawan
นครสวรรค์,2023,1,ต่างชาติ,2.91,958,Nakhon Sawan
นครสวรรค์,2023,2,ไทย,460.49,"168,379",Nakhon Sawan
นครสวรรค์,2023,2,ต่างชาติ,2.50,825,Nakhon Sawan
นครสวรรค์,2023,3,ไทย,582.14,"212,861",Nakhon Sawan
นครสวรรค์,2023,3,ต่างชาติ,2.63,863,Nakhon Sawan
นครสวรรค์,2023,4,ไทย,590.09,"229,385",Nakhon Sawan
นครสวรรค์,2023,4,ต่างชาติ,2.41,968,Nakhon Sawan
นครสวรรค์,2023,5,ไทย,520.28,"202,248",Nakhon Sawan
นครสวรรค์,2023,5,ต่างชาติ,2.47,991,Nakhon Sawan
นครสวรรค์,2023,6,ไทย,499.86,"194,321",Nakhon Sawan
นครสวรรค์,2023,6,ต่างชาติ,2.38,957,Nakhon Sawan
นครสวรรค์,2023,7,ไทย,493.61,"168,711",Nakhon Sawan
นครสวรรค์,2023,7,ต่างชาติ,3.09,"1,285",Nakhon Sawan
นครสวรรค์,2023,8,ไทย,517.11,"176,743",Nakhon Sawan
นครสวรรค์,2023,8,ต่างชาติ,2.67,"1,110",Nakhon Sawan
นครสวรรค์,2023,9,ไทย,479.23,"163,788",Nakhon Sawan
นครสวรรค์,2023,9,ต่างชาติ,2.88,"1,200",Nakhon Sawan
นครสวรรค์,2023,10,ไทย,446.40,"166,436",Nakhon Sawan
นครสวรรค์,2023,10,ต่างชาติ,2.59,699,Nakhon Sawan
นครสวรรค์,2023,11,ไทย,490.59,"182,911",Nakhon Sawan
นครสวรรค์,2023,11,ต่างชาติ,3.58,967,Nakhon Sawan
นครสวรรค์,2023,12,ไทย,558.01,"208,049",Nakhon Sawan
นครสวรรค์,2023,12,ต่างชาติ,4.15,"1,118",Nakhon Sawan
พิจิตร,2023,1,ไทย,139.00,"65,380",Phichit
พิจิตร,2023,1,ต่างชาติ,0.37,175,Phichit
พิจิตร,2023,2,ไทย,117.90,"55,455",Phichit
พิจิตร,2023,2,ต่างชาติ,0.29,136,Phichit
พิจิตร,2023,3,ไทย,122.74,"57,727",Phichit
พิจิตร,2023,3,ต่างชาติ,0.21,97,Phichit
พิจิตร,2023,4,ไทย,115.82,"65,263",Phichit
พิจิตร,2023,4,ต่างชาติ,0.25,130,Phichit
พิจิตร,2023,5,ไทย,116.12,"65,432",Phichit
พิจิตร,2023,5,ต่างชาติ,0.28,144,Phichit
พิจิตร,2023,6,ไทย,108.00,"60,859",Phichit
พิจิตร,2023,6,ต่างชาติ,0.24,124,Phichit
พิจิตร,2023,7,ไทย,115.10,"62,035",Phichit
พิจิตร,2023,7,ต่างชาติ,0.29,156,Phichit
พิจิตร,2023,8,ไทย,116.41,"62,741",Phichit
พิจิตร,2023,8,ต่างชาติ,0.22,121,Phichit
พิจิตร,2023,9,ไทย,112.08,"60,416",Phichit
พิจิตร,2023,9,ต่างชาติ,0.30,147,Phichit
พิจิตร,2023,10,ไทย,129.30,"66,315",Phichit
พิจิตร,2023,10,ต่างชาติ,0.28,126,Phichit
พิจิตร,2023,11,ไทย,141.43,"72,536",Phichit
พิจิตร,2023,11,ต่างชาติ,0.34,152,Phichit
พิจิตร,2023,12,ไทย,159.32,"81,725",Phichit
พิจิตร,2023,12,ต่างชาติ,0.44,192,Phichit
พิษณุโลก,2023,1,ไทย,726.64,"272,653",Phitsanulok
พิษณุโลก,2023,1,ต่างชาติ,26.90,"9,303",Phitsanulok
พิษณุโลก,2023,2,ไทย,648.44,"243,310",Phitsanulok
พิษณุโลก,2023,2,ต่างชาติ,30.25,"10,461",Phitsanulok
พิษณุโลก,2023,3,ไทย,581.00,"218,013",Phitsanulok
พิษณุโลก,2023,3,ต่างชาติ,29.36,"10,150",Phitsanulok
พิษณุโลก,2023,4,ไทย,619.64,"246,844",Phitsanulok
พิษณุโลก,2023,4,ต่างชาติ,30.81,"10,059",Phitsanulok
พิษณุโลก,2023,5,ไทย,632.22,"251,855",Phitsanulok
พิษณุโลก,2023,5,ต่างชาติ,32.75,"10,691",Phitsanulok
พิษณุโลก,2023,6,ไทย,606.59,"241,647",Phitsanulok
พิษณุโลก,2023,6,ต่างชาติ,30.87,"10,078",Phitsanulok
พิษณุโลก,2023,7,ไทย,599.37,"219,093",Phitsanulok
พิษณุโลก,2023,7,ต่างชาติ,35.86,"10,549",Phitsanulok
พิษณุโลก,2023,8,ไทย,608.14,"222,298",Phitsanulok
พิษณุโลก,2023,8,ต่างชาติ,32.06,"9,431",Phitsanulok
พิษณุโลก,2023,9,ไทย,580.93,"212,349",Phitsanulok
พิษณุโลก,2023,9,ต่างชาติ,31.25,"9,190",Phitsanulok
พิษณุโลก,2023,10,ไทย,709.73,"236,631",Phitsanulok
พิษณุโลก,2023,10,ต่างชาติ,40.46,"10,537",Phitsanulok
พิษณุโลก,2023,11,ไทย,744.15,"248,108",Phitsanulok
พิษณุโลก,2023,11,ต่างชาติ,49.24,"12,823",Phitsanulok
พิษณุโลก,2023,12,ไทย,820.55,"273,575",Phitsanulok
พิษณุโลก,2023,12,ต่างชาติ,60.15,"15,663",Phitsanulok
เพชรบูรณ์,2023,1,ไทย,877.85,"258,209",Phetchabun
เพชรบูรณ์,2023,1,ต่างชาติ,19.12,"8,373",Phetchabun
เพชรบูรณ์,2023,2,ไทย,824.54,"242,528",Phetchabun
เพชรบูรณ์,2023,2,ต่างชาติ,14.80,"6,483",Phetchabun
เพชรบูรณ์,2023,3,ไทย,725.26,"213,326",Phetchabun
เพชรบูรณ์,2023,3,ต่างชาติ,14.44,"6,327",Phetchabun
เพชรบูรณ์,2023,4,ไทย,664.00,"193,032",Phetchabun
เพชรบูรณ์,2023,4,ต่างชาติ,14.46,"4,517",Phetchabun
เพชรบูรณ์,2023,5,ไทย,650.28,"189,042",Phetchabun
เพชรบูรณ์,2023,5,ต่างชาติ,14.03,"4,384",Phetchabun
เพชรบูรณ์,2023,6,ไทย,641.84,"186,587",Phetchabun
เพชรบูรณ์,2023,6,ต่างชาติ,15.29,"4,775",Phetchabun
เพชรบูรณ์,2023,7,ไทย,620.28,"176,491",Phetchabun
เพชรบูรณ์,2023,7,ต่างชาติ,14.88,"3,670",Phetchabun
เพชรบูรณ์,2023,8,ไทย,659.59,"187,676",Phetchabun
เพชรบูรณ์,2023,8,ต่างชาติ,11.27,"2,780",Phetchabun
เพชรบูรณ์,2023,9,ไทย,751.93,"213,955",Phetchabun
เพชรบูรณ์,2023,9,ต่างชาติ,11.57,"2,853",Phetchabun
เพชรบูรณ์,2023,10,ไทย,822.95,"239,658",Phetchabun
เพชรบูรณ์,2023,10,ต่างชาติ,14.64,"4,572",Phetchabun
เพชรบูรณ์,2023,11,ไทย,860.83,"250,689",Phetchabun
เพชรบูรณ์,2023,11,ต่างชาติ,16.10,"5,027",Phetchabun
เพชรบูรณ์,2023,12,ไทย,"1,014.08","295,319",Phetchabun
เพชรบูรณ์,2023,12,ต่างชาติ,17.84,"5,570",Phetchabun
สุโขทัย,2023,1,ไทย,226.62,"96,087",Sukhothai
สุโขทัย,2023,1,ต่างชาติ,45.60,"14,972",Sukhothai
สุโขทัย,2023,2,ไทย,196.10,"83,146",Sukhothai
สุโขทัย,2023,2,ต่างชาติ,54.42,"17,867",Sukhothai
สุโขทัย,2023,3,ไทย,183.67,"77,880",Sukhothai
สุโขทัย,2023,3,ต่างชาติ,51.71,"16,970",Sukhothai
สุโขทัย,2023,4,ไทย,192.31,"91,388",Sukhothai
สุโขทัย,2023,4,ต่างชาติ,48.24,"16,163",Sukhothai
สุโขทัย,2023,5,ไทย,192.87,"91,656",Sukhothai
สุโขทัย,2023,5,ต่างชาติ,41.70,"13,972",Sukhothai
สุโขทัย,2023,6,ไทย,184.32,"87,598",Sukhothai
สุโขทัย,2023,6,ต่างชาติ,40.98,"13,736",Sukhothai
สุโขทัย,2023,7,ไทย,183.18,"75,391",Sukhothai
สุโขทัย,2023,7,ต่างชาติ,56.01,"18,969",Sukhothai
สุโขทัย,2023,8,ไทย,187.38,"77,122",Sukhothai
สุโขทัย,2023,8,ต่างชาติ,62.09,"21,030",Sukhothai
สุโขทัย,2023,9,ไทย,161.05,"66,293",Sukhothai
สุโขทัย,2023,9,ต่างชาติ,51.52,"17,454",Sukhothai
สุโขทัย,2023,10,ไทย,227.73,"90,892",Sukhothai
สุโขทัย,2023,10,ต่างชาติ,55.55,"18,515",Sukhothai
สุโขทัย,2023,11,ไทย,280.39,"111,910",Sukhothai
สุโขทัย,2023,11,ต่างชาติ,64.38,"21,456",Sukhothai
สุโขทัย,2023,12,ไทย,290.06,"115,765",Sukhothai
สุโขทัย,2023,12,ต่างชาติ,61.19,"20,391",Sukhothai
อุตรดิตถ์,2023,1,ไทย,180.58,"92,434",Uttaradit
อุตรดิตถ์,2023,1,ต่างชาติ,1.30,657,Uttaradit
อุตรดิตถ์,2023,2,ไทย,164.75,"84,330",Uttaradit
อุตรดิตถ์,2023,2,ต่างชาติ,1.19,601,Uttaradit
อุตรดิตถ์,2023,3,ไทย,176.51,"90,354",Uttaradit
อุตรดิตถ์,2023,3,ต่างชาติ,0.92,468,Uttaradit
อุตรดิตถ์,2023,4,ไทย,166.24,"79,354",Uttaradit
อุตรดิตถ์,2023,4,ต่างชาติ,0.84,523,Uttaradit
อุตรดิตถ์,2023,5,ไทย,165.69,"79,092",Uttaradit
อุตรดิตถ์,2023,5,ต่างชาติ,0.59,366,Uttaradit
อุตรดิตถ์,2023,6,ไทย,171.84,"82,032",Uttaradit
อุตรดิตถ์,2023,6,ต่างชาติ,0.62,393,Uttaradit
อุตรดิตถ์,2023,7,ไทย,177.77,"83,977",Uttaradit
อุตรดิตถ์,2023,7,ต่างชาติ,0.96,550,Uttaradit
อุตรดิตถ์,2023,8,ไทย,170.61,"80,594",Uttaradit
อุตรดิตถ์,2023,8,ต่างชาติ,0.72,415,Uttaradit
อุตรดิตถ์,2023,9,ไทย,163.34,"77,160",Uttaradit
อุตรดิตถ์,2023,9,ต่างชาติ,0.64,361,Uttaradit
อุตรดิตถ์,2023,10,ไทย,173.22,"85,873",Uttaradit
อุตรดิตถ์,2023,10,ต่างชาติ,0.84,423,Uttaradit
อุตรดิตถ์,2023,11,ไทย,188.24,"93,320",Uttaradit
อุตรดิตถ์,2023,11,ต่างชาติ,1.20,609,Uttaradit
อุตรดิตถ์,2023,12,ไทย,218.89,"108,511",Uttaradit
อุตรดิตถ์,2023,12,ต่างชาติ,1.56,782,Uttaradit
อุทัยธานี,2023,1,ไทย,139.29,"88,091",Uthai Thani
อุทัยธานี,2023,1,ต่างชาติ,0.24,118,Uthai Thani
อุทัยธานี,2023,2,ไทย,123.14,"77,874",Uthai Thani
อุทัยธานี,2023,2,ต่างชาติ,0.19,92,Uthai Thani
อุทัยธานี,2023,3,ไทย,130.31,"82,411",Uthai Thani
อุทัยธานี,2023,3,ต่างชาติ,0.14,70,Uthai Thani
อุทัยธานี,2023,4,ไทย,134.75,"80,020",Uthai Thani
อุทัยธานี,2023,4,ต่างชาติ,0.15,96,Uthai Thani
อุทัยธานี,2023,5,ไทย,131.35,"78,001",Uthai Thani
อุทัยธานี,2023,5,ต่างชาติ,0.20,122,Uthai Thani
อุทัยธานี,2023,6,ไทย,124.74,"74,070",Uthai Thani
อุทัยธานี,2023,6,ต่างชาติ,0.21,127,Uthai Thani
อุทัยธานี,2023,7,ไทย,137.70,"83,106",Uthai Thani
อุทัยธานี,2023,7,ต่างชาติ,0.18,89,Uthai Thani
อุทัยธานี,2023,8,ไทย,133.45,"80,541",Uthai Thani
อุทัยธานี,2023,8,ต่างชาติ,0.23,112,Uthai Thani
อุทัยธานี,2023,9,ไทย,131.25,"79,235",Uthai Thani
อุทัยธานี,2023,9,ต่างชาติ,0.15,77,Uthai Thani
อุทัยธานี,2023,10,ไทย,160.11,"86,090",Uthai Thani
อุทัยธานี,2023,10,ต่างชาติ,0.23,94,Uthai Thani
อุทัยธานี,2023,11,ไทย,165.88,"89,195",Uthai Thani
อุทัยธานี,2023,11,ต่างชาติ,0.32,130,Uthai Thani
อุทัยธานี,2023,12,ไทย,183.40,"98,621",Uthai Thani
อุทัยธานี,2023,12,ต่างชาติ,0.38,160,Uthai Thani
กาฬสินธุ์,2023,1,ไทย,106.12,"86,205",Kalasin
กาฬสินธุ์,2023,1,ต่างชาติ,1.62,587,Kalasin
กาฬสินธุ์,2023,2,ไทย,122.72,"99,691",Kalasin
กาฬสินธุ์,2023,2,ต่างชาติ,3.16,"1,144",Kalasin
กาฬสินธุ์,2023,3,ไทย,131.08,"106,494",Kalasin
กาฬสินธุ์,2023,3,ต่างชาติ,2.55,923,Kalasin
กาฬสินธุ์,2023,4,ไทย,131.62,"77,783",Kalasin
กาฬสินธุ์,2023,4,ต่างชาติ,4.99,"2,307",Kalasin
กาฬสินธุ์,2023,5,ไทย,130.65,"77,214",Kalasin
กาฬสินธุ์,2023,5,ต่างชาติ,4.32,"1,998",Kalasin
กาฬสินธุ์,2023,6,ไทย,122.04,"72,124",Kalasin
กาฬสินธุ์,2023,6,ต่างชาติ,4.26,"1,974",Kalasin
กาฬสินธุ์,2023,7,ไทย,110.82,"72,887",Kalasin
กาฬสินธุ์,2023,7,ต่างชาติ,5.66,"2,169",Kalasin
กาฬสินธุ์,2023,8,ไทย,94.89,"62,415",Kalasin
กาฬสินธุ์,2023,8,ต่างชาติ,4.42,"1,696",Kalasin
กาฬสินธุ์,2023,9,ไทย,87.44,"57,508",Kalasin
กาฬสินธุ์,2023,9,ต่างชาติ,4.66,"1,779",Kalasin
กาฬสินธุ์,2023,10,ไทย,98.45,"64,139",Kalasin
กาฬสินธุ์,2023,10,ต่างชาติ,5.87,"2,342",Kalasin
กาฬสินธุ์,2023,11,ไทย,100.53,"65,496",Kalasin
กาฬสินธุ์,2023,11,ต่างชาติ,5.18,"2,067",Kalasin
กาฬสินธุ์,2023,12,ไทย,109.61,"71,413",Kalasin
กาฬสินธุ์,2023,12,ต่างชาติ,6.28,"2,502",Kalasin
ขอนแก่น,2023,1,ไทย,"1,062.88","330,887",Khon Kaen
ขอนแก่น,2023,1,ต่างชาติ,31.13,"9,947",Khon Kaen
ขอนแก่น,2023,2,ไทย,994.61,"309,634",Khon Kaen
ขอนแก่น,2023,2,ต่างชาติ,27.05,"8,644",Khon Kaen
ขอนแก่น,2023,3,ไทย,925.93,"288,245",Khon Kaen
ขอนแก่น,2023,3,ต่างชาติ,26.26,"8,389",Khon Kaen
ขอนแก่น,2023,4,ไทย,"1,056.26","324,234",Khon Kaen
ขอนแก่น,2023,4,ต่างชาติ,37.33,"10,152",Khon Kaen
ขอนแก่น,2023,5,ไทย,"1,032.46","316,929",Khon Kaen
ขอนแก่น,2023,5,ต่างชาติ,32.79,"8,917",Khon Kaen
ขอนแก่น,2023,6,ไทย,955.40,"293,276",Khon Kaen
ขอนแก่น,2023,6,ต่างชาติ,31.61,"8,596",Khon Kaen
ขอนแก่น,2023,7,ไทย,"1,051.92","307,713",Khon Kaen
ขอนแก่น,2023,7,ต่างชาติ,19.94,"6,816",Khon Kaen
ขอนแก่น,2023,8,ไทย,"1,040.44","304,355",Khon Kaen
ขอนแก่น,2023,8,ต่างชาติ,19.47,"6,656",Khon Kaen
ขอนแก่น,2023,9,ไทย,"1,003.20","293,465",Khon Kaen
ขอนแก่น,2023,9,ต่างชาติ,20.21,"6,912",Khon Kaen
ขอนแก่น,2023,10,ไทย,"1,017.84","330,698",Khon Kaen
ขอนแก่น,2023,10,ต่างชาติ,21.86,"8,161",Khon Kaen
ขอนแก่น,2023,11,ไทย,"1,070.22","347,716",Khon Kaen
ขอนแก่น,2023,11,ต่างชาติ,22.42,"8,368",Khon Kaen
ขอนแก่น,2023,12,ไทย,"1,211.95","393,766",Khon Kaen
ขอนแก่น,2023,12,ต่างชาติ,25.98,"9,702",Khon Kaen
นครพนม,2023,1,ไทย,230.74,"155,909",Nakhon Phanom
นครพนม,2023,1,ต่างชาติ,13.94,"9,686",Nakhon Phanom
นครพนม,2023,2,ไทย,244.61,"165,283",Nakhon Phanom
นครพนม,2023,2,ต่างชาติ,12.50,"8,686",Nakhon Phanom
นครพนม,2023,3,ไทย,229.50,"155,072",Nakhon Phanom
นครพนม,2023,3,ต่างชาติ,12.33,"8,577",Nakhon Phanom
นครพนม,2023,4,ไทย,300.70,"168,026",Nakhon Phanom
นครพนม,2023,4,ต่างชาติ,23.27,"11,891",Nakhon Phanom
นครพนม,2023,5,ไทย,306.98,"171,538",Nakhon Phanom
นครพนม,2023,5,ต่างชาติ,25.54,"13,048",Nakhon Phanom
นครพนม,2023,6,ไทย,315.84,"176,489",Nakhon Phanom
นครพนม,2023,6,ต่างชาติ,24.55,"12,546",Nakhon Phanom
นครพนม,2023,7,ไทย,324.25,"172,662",Nakhon Phanom
นครพนม,2023,7,ต่างชาติ,21.57,"10,907",Nakhon Phanom
นครพนม,2023,8,ไทย,316.94,"168,769",Nakhon Phanom
นครพนม,2023,8,ต่างชาติ,18.04,"9,124",Nakhon Phanom
นครพนม,2023,9,ไทย,307.67,"163,848",Nakhon Phanom
นครพนม,2023,9,ต่างชาติ,22.86,"11,556",Nakhon Phanom
นครพนม,2023,10,ไทย,329.35,"179,424",Nakhon Phanom
นครพนม,2023,10,ต่างชาติ,39.98,"16,204",Nakhon Phanom
นครพนม,2023,11,ไทย,299.41,"163,113",Nakhon Phanom
นครพนม,2023,11,ต่างชาติ,35.80,"14,510",Nakhon Phanom
นครพนม,2023,12,ไทย,325.95,"177,576",Nakhon Phanom
นครพนม,2023,12,ต่างชาติ,31.99,"12,966",Nakhon Phanom
